Timestamp,core,usr,sys,iowait,soft,idle
2025-03-23 08:32:36.276,CPU,%usr,%sys,%iowait,%soft,%idle
2025-03-23 08:32:36.276,all,19.03,9.16,18.00,0.58,53.24
2025-03-23 08:32:36.276,0,51.52,20.20,6.06,1.01,21.21
2025-03-23 08:32:36.276,1,25.49,7.84,6.86,1.96,57.84
2025-03-23 08:32:36.276,2,26.26,5.05,6.06,1.01,61.62
2025-03-23 08:32:36.276,3,24.49,7.14,5.10,1.02,62.24
2025-03-23 08:32:36.276,4,24.49,7.14,6.12,0.00,62.24
2025-03-23 08:32:36.276,5,26.80,5.15,5.15,0.00,62.89
2025-03-23 08:32:36.276,6,25.25,6.06,5.05,0.00,63.64
2025-03-23 08:32:36.276,7,24.00,7.00,5.00,0.00,64.00
2025-03-23 08:32:36.276,8,6.45,7.53,32.26,1.08,52.69
2025-03-23 08:32:36.276,9,6.00,11.00,32.00,2.00,49.00
2025-03-23 08:32:36.276,10,4.35,9.78,33.70,0.00,52.17
2025-03-23 08:32:36.276,11,6.32,10.53,32.63,0.00,50.53
2025-03-23 08:32:36.276,12,4.30,9.68,32.26,0.00,53.76
2025-03-23 08:32:36.276,13,8.08,12.12,31.31,0.00,48.48
2025-03-23 08:32:36.276,14,9.09,10.10,31.31,0.00,49.49
2025-03-23 08:32:36.276,15,28.57,10.20,20.41,1.02,39.80
2025-03-23 08:32:36.276,CPU,%usr,%sys,%iowait,%soft,%idle
2025-03-23 08:32:36.276,all,30.01,14.22,33.01,0.34,22.42
2025-03-23 08:32:36.276,0,43.16,15.79,11.58,0.00,29.47
2025-03-23 08:32:36.276,1,43.01,13.98,12.90,0.00,30.11
2025-03-23 08:32:36.276,2,47.42,11.34,10.31,0.00,30.93
2025-03-23 08:32:36.276,3,43.62,12.77,9.57,0.00,34.04
2025-03-23 08:32:36.276,4,40.91,12.50,11.36,0.00,35.23
2025-03-23 08:32:36.276,5,39.39,17.17,9.09,1.01,33.33
2025-03-23 08:32:36.276,6,44.21,12.63,8.42,0.00,34.74
2025-03-23 08:32:36.276,7,42.31,14.42,6.73,2.88,33.65
2025-03-23 08:32:36.276,8,9.41,15.29,62.35,0.00,12.94
2025-03-23 08:32:36.276,9,9.30,15.12,63.95,0.00,11.63
2025-03-23 08:32:36.276,10,9.20,14.94,63.22,0.00,12.64
2025-03-23 08:32:36.276,11,11.90,13.10,63.10,0.00,11.90
2025-03-23 08:32:36.276,12,13.19,17.58,57.14,0.00,12.09
2025-03-23 08:32:36.276,13,11.49,18.39,59.77,0.00,10.34
2025-03-23 08:32:36.276,14,18.39,12.64,58.62,0.00,10.34
2025-03-23 08:32:36.276,15,41.76,9.89,39.56,1.10,7.69
2025-03-23 08:32:36.276,CPU,%usr,%sys,%iowait,%soft,%idle
2025-03-23 08:32:36.276,all,30.85,14.03,32.11,0.13,22.87
2025-03-23 08:32:36.276,0,48.45,10.31,11.34,0.00,29.90
2025-03-23 08:32:36.276,1,41.94,16.13,11.83,0.00,30.11
2025-03-23 08:32:36.276,2,47.37,9.47,11.58,0.00,31.58
2025-03-23 08:32:36.276,3,45.26,11.58,9.47,0.00,33.68
2025-03-23 08:32:36.276,4,47.52,10.89,10.89,0.00,30.69
2025-03-23 08:32:36.276,5,44.21,11.58,9.47,0.00,34.74
2025-03-23 08:32:36.276,6,37.50,16.67,9.38,1.04,35.42
2025-03-23 08:32:36.276,7,45.54,10.89,6.93,0.99,35.64
2025-03-23 08:32:36.276,8,9.89,18.68,58.24,0.00,13.19
2025-03-23 08:32:36.276,9,9.78,17.39,58.70,0.00,14.13
2025-03-23 08:32:36.276,10,15.05,13.98,58.06,0.00,12.90
2025-03-23 08:32:36.276,11,12.50,15.91,56.82,0.00,14.77
2025-03-23 08:32:36.276,12,13.04,17.39,55.43,0.00,14.13
2025-03-23 08:32:36.276,13,12.90,18.28,58.06,0.00,10.75
2025-03-23 08:32:36.276,14,10.23,17.05,61.36,0.00,11.36
2025-03-23 08:32:36.276,15,44.68,9.57,37.23,0.00,8.51
2025-03-23 08:32:36.276,CPU,%usr,%sys,%iowait,%soft,%idle
2025-03-23 08:32:36.276,all,30.79,14.83,32.26,1.20,20.91
2025-03-23 08:32:36.276,0,43.43,17.17,11.11,1.01,27.27
2025-03-23 08:32:36.276,1,48.96,10.42,10.42,1.04,29.17
2025-03-23 08:32:36.276,2,40.66,16.48,10.99,1.10,30.77
2025-03-23 08:32:36.276,3,44.09,11.83,9.68,1.08,33.33
2025-03-23 08:32:36.276,4,46.32,11.58,9.47,1.05,31.58
