Timestamp,r/s,rMB/s,r_await,rareq-sz,w/s,wMB/s,w_await,wareq-sz
2025-03-23 08:32:36.271,2093.68,93.18,0.31,45.57,74.83,24.48,0.66,334.93
2025-03-23 08:32:36.271,37916.00,444.29,0.17,12.00,55.00,0.33,0.00,6.11
2025-03-23 08:32:36.271,67501.00,531.75,0.17,8.07,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,66578.00,524.23,0.17,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,69726.00,548.45,0.17,8.05,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,71292.00,561.15,0.17,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,72218.00,568.11,0.18,8.06,7.00,0.17,0.00,25.14
2025-03-23 08:32:36.271,80887.00,636.59,0.18,8.06,18.00,0.07,0.00,4.00
2025-03-23 08:32:36.271,86890.00,684.49,0.18,8.07,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,95851.00,754.62,0.17,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,92583.00,728.68,0.18,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,95817.00,755.02,0.18,8.07,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,94930.00,747.47,0.18,8.06,16.00,0.06,0.00,4.00
2025-03-23 08:32:36.271,96003.00,756.20,0.18,8.07,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,96417.00,759.22,0.17,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,102025.00,803.65,0.17,8.07,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,101832.00,802.07,0.17,8.07,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,100197.00,789.23,0.17,8.07,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,95807.00,753.99,0.18,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,96786.00,762.34,0.18,8.07,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,97378.00,767.01,0.18,8.07,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,99068.00,779.12,0.18,8.05,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,96799.00,762.14,0.18,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,96356.00,759.10,0.18,8.07,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,96236.00,757.93,0.18,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,94282.00,742.89,0.18,8.07,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,95603.00,752.30,0.18,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,95775.00,753.98,0.18,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,99746.00,785.18,0.17,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,95666.00,753.29,0.18,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,95599.00,752.86,0.18,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,94258.00,742.57,0.18,8.07,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,95661.00,753.17,0.18,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,96090.00,757.08,0.18,8.07,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,96475.00,759.79,0.18,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,96049.00,756.71,0.18,8.07,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,96701.00,761.10,0.18,8.06,7.00,0.09,0.00,12.57
2025-03-23 08:32:36.271,94827.00,746.99,0.18,8.07,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,96892.00,762.58,0.18,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,99401.00,783.12,0.17,8.07,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,100385.00,790.06,0.17,8.06,0.00,0.00,0.00,0.00
2025-03-23 08:32:36.271,100377.00,789.98,0.17,8.06,5.00,0.02,0.00,4.00
