,Avg Latency,Std
0.170667,1.1436868421052635,0.1739524604294911
0.341334,1.1129075,0.23667745139468657
0.512,1.1870725,0.2258903465441631
0.682667,1.131968,0.22292230958694773
0.853334,1.0958590000000001,0.18146061352840528
