,Avg Latency,Std
0.170667,2.1393665000000004,0.23374485676919746
0.341334,2.845373684210526,0.24549832742608624
0.512,2.577623157894737,0.29776973025500825
0.682667,2.5643009999999995,0.2677575812657098
0.853334,2.5037878947368424,0.24851650324316604
