,Avg Latency,Std
0.170667,2.075366,0.35029886901871304
0.341334,2.82203,0.4123236190892094
0.512,2.6717185,0.3408426816192788
0.682667,2.5284605000000004,0.3655185246867941
0.853334,2.5965565,0.4743359660484383
