timestamp,client_id,op_type,count,max,min,avg,50p,90p,99p,99.9p,global_cache_usage,global_cache_capacity,global_cache_hits,global_cache_misses,user_cache_usage,user_cache_reserved,user_cache_hits,user_cache_misses
1742695591219,0,READ,496,1310.72,0.50,154.61,100.54,298.24,976.89,1199.10,17750016,-1717986919,13,14071,2244584,322122547,0,516
1742695591219,1,READ,508,1562.62,0.10,173.98,99.20,384.25,1227.78,1422.34,17921304,-1717986919,13,14364,2266560,322122547,0,521
1742695591219,2,READ,515,1420.29,1.08,151.06,103.23,261.38,1115.13,1379.33,18277056,-1717986919,13,14714,2306104,322122547,0,529
1742695591219,3,READ,515,1347.58,0.21,160.46,101.31,294.65,1157.12,1319.93,18628432,-1717986919,13,15025,2310480,322122547,0,529
1742695591219,4,READ,524,1356.80,0.00,147.63,104.13,281.34,1058.82,1115.13,18909520,-1717986919,13,15339,2341144,322122547,0,533
1742695591219,5,READ,529,1393.66,0.10,144.77,104.89,261.89,1041.41,1380.35,19168664,-1717986919,13,15555,2358664,322122547,0,542
1742695591219,6,READ,533,1448.96,0.54,164.13,104.00,334.59,1182.72,1421.31,19524448,-1717986919,13,15890,2393752,322122547,0,548
1742695591219,7,READ,541,1567.74,0.25,158.70,99.84,291.07,1209.34,1486.85,19801144,-1717986919,13,16176,2525640,322122547,6,12220
1742695591219,0,QUEUE,572,108789.76,24.29,48295.41,47710.21,99418.11,108789.76,110362.620,0,0,0,0,0,0,0,0
1742695591219,1,QUEUE,576,110690.30,60.13,49700.37,48693.25,100401.15,111804.41,112525.310,0,0,0,0,0,0,0,0
1742695591219,2,QUEUE,591,113573.89,29.81,51204.10,49119.23,102367.23,113573.89,114556.930,0,0,0,0,0,0,0,0
1742695591219,3,QUEUE,589,114491.39,17.38,52060.78,52232.19,103940.10,115343.36,116064.260,0,0,0,0,0,0,0,0
1742695591219,4,QUEUE,599,116588.54,25.07,53807.46,52920.32,105578.49,116850.69,118095.870,0,0,0,0,0,0,0,0
1742695591219,5,QUEUE,609,118358.01,22.78,54907.28,53936.13,106889.21,118292.48,119144.450,0,0,0,0,0,0,0,0
1742695591219,6,QUEUE,610,119013.38,212.48,55323.12,54198.27,107806.72,118882.30,120651.770,0,0,0,0,0,0,0,0
1742695591219,7,QUEUE,615,120913.92,121.73,55508.22,55607.29,109510.65,122290.18,123404.290,0,0,0,0,0,0,0,0
1742695591349,0,READ,540,1559.55,0.16,184.57,119.61,338.94,1267.71,1550.34,37505360,-1717986919,22,34085,4712904,322122547,0,1075
1742695591349,1,READ,547,1529.86,0.50,189.47,123.97,384.51,1343.49,1529.86,37645904,-1717986919,22,34369,4721688,322122547,0,1076
1742695591349,2,READ,542,1567.74,0.06,196.23,125.50,351.74,1324.03,1469.44,37926992,-1717986919,23,34661,4752448,322122547,0,1086
1742695591349,3,READ,537,1439.74,0.42,194.31,133.12,366.59,1308.67,1398.78,38230040,-1717986919,23,34962,4748072,322122547,0,1085
1742695591349,4,READ,537,1679.36,1.14,191.38,128.83,351.49,1286.14,1408.00,38620928,-1717986919,23,35173,4796288,322122547,0,1094
1742695591349,5,READ,544,1698.82,0.10,197.55,128.06,409.09,1451.01,1538.05,39016208,-1717986919,23,35434,4840144,322122547,0,1105
1742695591349,6,READ,544,1881.09,0.07,173.00,129.66,312.32,1247.23,1866.75,39415880,-1717986919,23,35651,4879624,322122547,0,1112
1742695591349,7,READ,545,3016.70,1.26,199.57,122.30,414.46,1417.21,1517.57,39723320,-1717986919,23,35868,5046680,322122547,16,27957
1742695591349,0,QUEUE,541,239992.83,111280.13,176132.15,180355.07,228589.57,239730.69,241565.700,0,0,0,0,0,0,0,0
1742695591349,1,QUEUE,533,241696.77,113639.42,179989.99,184418.30,231211.01,242745.34,243793.920,0,0,0,0,0,0,0,0
1742695591349,2,QUEUE,541,244056.06,115671.04,182070.43,184811.52,233701.38,243662.85,244056.060,0,0,0,0,0,0,0,0
1742695591349,3,QUEUE,536,245235.71,116391.94,182446.33,185597.95,233832.45,244973.57,246546.430,0,0,0,0,0,0,0,0
1742695591349,4,QUEUE,529,245628.93,118882.30,184371.14,186122.24,234618.88,246284.29,246939.650,0,0,0,0,0,0,0,0
1742695591349,5,QUEUE,534,248643.58,120389.63,187484.50,189661.18,238026.75,249561.09,250216.450,0,0,0,0,0,0,0,0
1742695591349,6,QUEUE,544,250609.66,121700.35,188604.21,192020.48,240517.12,251133.95,251920.380,0,0,0,0,0,0,0,0
1742695591349,7,QUEUE,543,252706.82,123731.97,189639.97,193986.56,244318.21,253624.32,254017.540,0,0,0,0,0,0,0,0
1742695591480,0,READ,778,1895.42,0.01,145.60,110.72,257.66,947.20,1549.31,65636440,-1717986919,57,51561,8226552,322122547,3,1877
1742695591480,1,READ,790,1404.93,0.00,138.13,113.15,284.16,564.74,814.59,66115184,-1717986919,57,51858,8270472,322122547,3,1887
1742695591480,2,READ,792,1047.04,0.05,133.09,109.82,262.40,693.25,1015.81,66580784,-1717986919,59,52155,8336448,322122547,3,1903
1742695591480,3,READ,799,1987.58,0.02,141.06,109.25,271.10,728.06,1873.92,67046352,-1717986919,59,52410,8336336,322122547,3,1901
1742695591480,4,READ,796,1346.56,0.19,129.37,95.49,258.69,715.26,1173.50,67538288,-1717986919,59,52662,8402168,322122547,3,1915
1742695591480,5,READ,801,1333.25,0.01,138.15,112.83,281.34,571.39,862.21,68008248,-1717986919,59,52917,8446056,322122547,3,1926
1742695591480,6,READ,802,1216.51,0.05,131.00,112.32,263.42,585.22,980.48,68500200,-1717986919,60,53155,8511840,322122547,3,1941
1742695591480,7,READ,812,1359.87,0.22,126.82,99.84,253.06,598.01,1106.94,68851576,-1717986919,60,53376,8762360,322122547,32,39672
1742695591480,0,QUEUE,815,369885.18,241827.84,309069.20,310640.64,359137.28,370409.47,371720.190,0,0,0,0,0,0,0,0
1742695591480,1,QUEUE,819,371982.34,244056.06,309927.65,313262.08,361758.72,372506.62,373555.200,0,0,0,0,0,0,0,0
1742695591480,2,QUEUE,828,373817.34,246022.14,312577.90,313786.37,362283.01,373293.05,374341.630,0,0,0,0,0,0,0,0
1742695591480,3,QUEUE,826,374341.63,247201.79,311327.90,313786.37,362020.86,373030.91,375914.490,0,0,0,0,0,0,0,0
1742695591480,4,QUEUE,820,374079.49,247463.94,309222.18,314572.80,362807.29,375914.49,376176.640,0,0,0,0,0,0,0,0
1742695591480,5,QUEUE,828,378011.65,250609.66,314731.07,317194.24,365690.88,378273.79,379584.510,0,0,0,0,0,0,0,0
1742695591480,6,QUEUE,828,379846.66,252444.67,316515.60,319291.39,368312.32,380633.09,381419.520,0,0,0,0,0,0,0,0
1742695591480,7,QUEUE,827,381681.66,254541.82,320024.27,320864.26,369623.04,381943.81,383254.530,0,0,0,0,0,0,0,0
1742695591611,0,READ,794,2412.54,0.01,127.53,98.56,247.42,603.65,813.57,94330368,-1717986919,87,68906,11797408,322122547,4,2689
1742695591611,1,READ,793,943.10,0.08,122.20,94.02,257.41,520.19,865.28,94580712,-1717986919,88,69135,11832576,322122547,4,2696
1742695591611,2,READ,790,853.50,0.02,132.73,95.55,275.71,735.23,1225.73,94844248,-1717986919,89,69398,11854504,322122547,4,2701
1742695591611,3,READ,785,1067.01,0.02,133.67,104.19,278.01,685.57,927.74,95208784,-1717986919,90,69682,11850032,322122547,4,2705
1742695591611,4,READ,777,1319.93,0.01,140.24,107.14,270.85,745.47,1124.35,95529400,-1717986919,91,69805,11889512,322122547,4,2709
1742695591611,5,READ,776,933.38,0.00,136.78,109.50,292.10,642.56,922.11,95898328,-1717986919,91,69987,11933400,322122547,4,2719
