Timestamp,core,usr,sys,iowait,soft,idle
2025-03-24 07:46:46.870,CPU,%usr,%sys,%iowait,%soft,%idle
2025-03-24 07:46:46.870,all,19.90,9.42,22.51,0.20,47.97
2025-03-24 07:46:46.870,0,40.00,16.84,8.42,0.00,34.74
2025-03-24 07:46:46.870,1,27.27,12.12,8.08,0.00,52.53
2025-03-24 07:46:46.870,2,29.00,9.00,7.00,1.00,54.00
2025-03-24 07:46:46.870,3,32.67,5.94,7.92,0.00,53.47
2025-03-24 07:46:46.870,4,25.26,11.58,7.37,0.00,55.79
2025-03-24 07:46:46.870,5,32.38,7.62,7.62,0.95,51.43
2025-03-24 07:46:46.870,6,29.17,6.25,7.29,0.00,57.29
2025-03-24 07:46:46.870,7,26.32,9.47,5.26,0.00,58.95
2025-03-24 07:46:46.870,8,9.57,9.57,38.30,0.00,42.55
2025-03-24 07:46:46.870,9,5.32,9.57,39.36,1.06,44.68
2025-03-24 07:46:46.870,10,6.52,7.61,40.22,0.00,45.65
2025-03-24 07:46:46.870,11,6.59,7.69,40.66,0.00,45.05
2025-03-24 07:46:46.870,12,5.38,9.68,39.78,0.00,45.16
2025-03-24 07:46:46.870,13,6.74,6.74,41.57,0.00,44.94
2025-03-24 07:46:46.870,14,5.32,12.77,39.36,0.00,42.55
2025-03-24 07:46:46.870,15,25.26,8.42,29.47,0.00,36.84
2025-03-24 07:46:46.870,CPU,%usr,%sys,%iowait,%soft,%idle
2025-03-24 07:46:46.870,all,28.53,12.61,30.99,0.27,27.60
2025-03-24 07:46:46.870,0,38.71,13.98,12.90,0.00,34.41
2025-03-24 07:46:46.870,1,39.80,12.24,12.24,1.02,34.69
2025-03-24 07:46:46.870,2,37.78,11.11,12.22,0.00,38.89
2025-03-24 07:46:46.870,3,43.75,7.29,10.42,0.00,38.54
2025-03-24 07:46:46.870,4,42.16,11.76,10.78,0.00,35.29
2025-03-24 07:46:46.870,5,40.21,12.37,10.31,0.00,37.11
2025-03-24 07:46:46.870,6,44.00,11.00,9.00,1.00,35.00
2025-03-24 07:46:46.870,7,39.81,12.62,8.74,0.97,37.86
2025-03-24 07:46:46.870,8,8.70,15.22,54.35,0.00,21.74
2025-03-24 07:46:46.870,9,12.77,12.77,53.19,1.06,20.21
2025-03-24 07:46:46.870,10,10.87,16.30,53.26,0.00,19.57
2025-03-24 07:46:46.870,11,12.50,13.64,55.68,0.00,18.18
2025-03-24 07:46:46.870,12,17.39,13.04,52.17,0.00,17.39
2025-03-24 07:46:46.870,13,13.04,14.13,55.43,0.00,17.39
2025-03-24 07:46:46.870,14,12.64,13.79,56.32,0.00,17.24
2025-03-24 07:46:46.870,15,35.16,10.99,40.66,0.00,13.19
2025-03-24 07:46:46.870,CPU,%usr,%sys,%iowait,%soft,%idle
2025-03-24 07:46:46.870,all,27.47,12.72,31.87,0.54,27.40
2025-03-24 07:46:46.870,0,39.08,13.79,10.34,0.00,36.78
2025-03-24 07:46:46.870,1,44.33,11.34,11.34,0.00,32.99
2025-03-24 07:46:46.870,2,42.11,11.58,11.58,1.05,33.68
2025-03-24 07:46:46.870,3,46.39,8.25,10.31,1.03,34.02
2025-03-24 07:46:46.870,4,42.11,11.58,10.53,0.00,35.79
2025-03-24 07:46:46.870,5,38.95,12.63,8.42,1.05,38.95
2025-03-24 07:46:46.870,6,36.56,12.90,9.68,1.08,39.78
2025-03-24 07:46:46.870,7,40.21,13.40,8.25,1.03,37.11
2025-03-24 07:46:46.870,8,8.70,16.30,54.35,1.09,19.57
2025-03-24 07:46:46.870,9,10.99,12.09,58.24,0.00,18.68
2025-03-24 07:46:46.870,10,9.09,12.50,57.95,1.14,19.32
2025-03-24 07:46:46.870,11,8.99,13.48,57.30,0.00,20.22
2025-03-24 07:46:46.870,12,8.89,14.44,56.67,0.00,20.00
2025-03-24 07:46:46.870,13,11.11,14.44,56.67,0.00,17.78
2025-03-24 07:46:46.870,14,11.49,13.79,56.32,0.00,18.39
2025-03-24 07:46:46.870,15,33.68,11.58,41.05,1.05,12.63
2025-03-24 07:46:46.870,CPU,%usr,%sys,%iowait,%soft,%idle
2025-03-24 07:46:46.870,all,28.42,12.84,31.37,0.85,26.52
2025-03-24 07:46:46.870,0,40.82,13.27,11.22,1.02,33.67
2025-03-24 07:46:46.870,1,43.75,10.42,12.50,1.04,32.29
2025-03-24 07:46:46.870,2,37.76,17.35,11.22,0.00,33.67
2025-03-24 07:46:46.870,3,42.11,9.47,10.53,1.05,36.84
2025-03-24 07:46:46.870,4,39.58,11.46,11.46,2.08,35.42
2025-03-24 07:46:46.870,5,43.30,8.25,10.31,1.03,37.11
2025-03-24 07:46:46.870,6,45.45,10.10,9.09,0.00,35.35
2025-03-24 07:46:46.870,7,39.00,14.00,9.00,1.00,37.00
2025-03-24 07:46:46.870,8,10.23,11.36,57.95,1.14,19.32
2025-03-24 07:46:46.870,9,13.04,9.78,55.43,2.17,19.57
2025-03-24 07:46:46.870,10,9.57,15.96,54.26,1.06,19.15
2025-03-24 07:46:46.870,11,10.75,17.20,53.76,0.00,18.28
2025-03-24 07:46:46.870,12,12.37,16.49,52.58,1.03,17.53
2025-03-24 07:46:46.870,13,12.90,12.90,56.99,0.00,17.20
2025-03-24 07:46:46.870,14,13.40,16.49,52.58,1.03,16.49
2025-03-24 07:46:46.870,15,36.17,10.64,40.43,0.00,12.77
2025-03-24 07:46:46.870,CPU,%usr,%sys,%iowait,%soft,%idle
2025-03-24 07:46:46.870,all,27.59,13.66,31.83,0.27,26.66
2025-03-24 07:46:46.870,0,44.79,10.42,11.46,0.00,33.33
2025-03-24 07:46:46.870,1,43.88,12.24,11.22,0.00,32.65
2025-03-24 07:46:46.870,2,42.27,13.40,10.31,0.00,34.02
2025-03-24 07:46:46.870,3,43.18,6.82,11.36,1.14,37.50
2025-03-24 07:46:46.870,4,40.82,14.29,10.20,0.00,34.69
2025-03-24 07:46:46.870,5,39.36,12.77,10.64,0.00,37.23
2025-03-24 07:46:46.870,6,39.81,14.56,9.71,0.97,34.95
2025-03-24 07:46:46.870,7,35.23,12.50,9.09,1.14,42.05
2025-03-24 07:46:46.870,8,12.09,12.09,56.04,1.10,18.68
2025-03-24 07:46:46.870,9,9.68,16.13,55.91,0.00,18.28
2025-03-24 07:46:46.870,10,6.45,19.35,54.84,0.00,19.35
2025-03-24 07:46:46.870,11,9.47,16.84,55.79,0.00,17.89
2025-03-24 07:46:46.870,12,9.78,16.30,54.35,0.00,19.57
2025-03-24 07:46:46.870,13,12.90,15.05,55.91,0.00,16.13
2025-03-24 07:46:46.870,14,13.98,12.90,55.91,0.00,17.20
2025-03-24 07:46:46.870,15,34.38,12.50,40.62,0.00,12.50
2025-03-24 07:46:46.870,CPU,%usr,%sys,%iowait,%soft,%idle
2025-03-24 07:46:46.870,all,32.39,13.19,31.99,1.06,21.37
2025-03-24 07:46:46.870,0,48.35,9.89,10.99,0.00,30.77
2025-03-24 07:46:46.870,1,43.62,13.83,11.70,2.13,28.72
2025-03-24 07:46:46.870,2,44.44,14.14,10.10,2.02,29.29
2025-03-24 07:46:46.870,3,45.83,11.46,9.38,1.04,32.29
2025-03-24 07:46:46.870,4,45.16,10.75,9.68,2.15,32.26
2025-03-24 07:46:46.870,5,46.94,12.24,8.16,0.00,32.65
2025-03-24 07:46:46.870,6,45.10,14.71,7.84,0.98,31.37
2025-03-24 07:46:46.870,7,45.36,10.31,7.22,2.06,35.05
2025-03-24 07:46:46.870,8,15.96,14.89,57.45,1.06,10.64
2025-03-24 07:46:46.870,9,14.13,14.13,59.78,0.00,11.96
2025-03-24 07:46:46.870,10,14.58,16.67,56.25,1.04,11.46
2025-03-24 07:46:46.870,11,14.44,12.22,58.89,2.22,12.22
