Timestamp,core,usr,sys,iowait,soft,idle
2025-03-23 01:48:29.253,CPU,%usr,%sys,%iowait,%soft,%idle
2025-03-23 01:48:29.253,all,14.89,7.07,14.32,2.15,61.58
2025-03-23 01:48:29.253,0,29.70,11.88,3.96,0.00,54.46
2025-03-23 01:48:29.253,1,24.04,7.69,24.04,4.81,39.42
2025-03-23 01:48:29.253,2,23.00,7.00,11.00,4.00,55.00
2025-03-23 01:48:29.253,3,19.39,10.20,16.33,2.04,52.04
2025-03-23 01:48:29.253,4,21.36,7.77,13.59,4.85,52.43
2025-03-23 01:48:29.253,5,22.43,11.21,12.15,3.74,50.47
2025-03-23 01:48:29.253,6,18.56,8.25,17.53,4.12,51.55
2025-03-23 01:48:29.253,7,16.49,8.25,13.40,3.09,58.76
2025-03-23 01:48:29.253,8,9.38,4.17,13.54,0.00,72.92
2025-03-23 01:48:29.253,9,6.00,4.00,14.00,3.00,73.00
2025-03-23 01:48:29.253,10,4.12,5.15,14.43,2.06,74.23
2025-03-23 01:48:29.253,11,4.95,6.93,15.84,1.98,70.30
2025-03-23 01:48:29.253,12,6.19,3.09,15.46,0.00,75.26
2025-03-23 01:48:29.253,13,4.21,5.26,14.74,0.00,75.79
2025-03-23 01:48:29.253,14,2.15,5.38,16.13,0.00,76.34
2025-03-23 01:48:29.253,15,23.23,6.06,13.13,0.00,57.58
2025-03-23 01:48:29.253,CPU,%usr,%sys,%iowait,%soft,%idle
2025-03-23 01:48:29.253,all,19.50,10.45,16.25,2.04,51.75
2025-03-23 01:48:29.253,0,27.00,14.00,5.00,0.00,54.00
2025-03-23 01:48:29.253,1,28.43,11.76,14.71,4.90,40.20
2025-03-23 01:48:29.253,2,31.82,15.45,9.09,1.82,41.82
2025-03-23 01:48:29.253,3,27.27,12.12,10.10,4.04,46.46
2025-03-23 01:48:29.253,4,26.47,14.71,19.61,5.88,33.33
2025-03-23 01:48:29.253,5,28.26,11.96,8.70,0.00,51.09
2025-03-23 01:48:29.253,6,28.42,10.53,9.47,3.16,48.42
2025-03-23 01:48:29.253,7,28.57,12.24,8.16,2.04,48.98
2025-03-23 01:48:29.253,8,6.67,4.44,23.33,1.11,64.44
2025-03-23 01:48:29.253,9,7.00,10.00,21.00,4.00,58.00
2025-03-23 01:48:29.253,10,7.00,9.00,22.00,3.00,59.00
2025-03-23 01:48:29.253,11,9.38,8.33,23.96,0.00,58.33
2025-03-23 01:48:29.253,12,8.42,8.42,22.11,0.00,61.05
2025-03-23 01:48:29.253,13,9.47,6.32,23.16,0.00,61.05
2025-03-23 01:48:29.253,14,7.14,9.18,23.47,1.02,59.18
2025-03-23 01:48:29.253,15,27.84,7.22,17.53,1.03,46.39
2025-03-23 01:48:29.253,CPU,%usr,%sys,%iowait,%soft,%idle
2025-03-23 01:48:29.253,all,20.46,11.24,13.99,0.39,53.92
2025-03-23 01:48:29.253,0,31.25,11.46,5.21,0.00,52.08
2025-03-23 01:48:29.253,1,30.30,13.13,6.06,1.01,49.49
2025-03-23 01:48:29.253,2,31.63,11.22,6.12,0.00,51.02
2025-03-23 01:48:29.253,3,28.12,14.58,5.21,0.00,52.08
2025-03-23 01:48:29.253,4,30.93,12.37,5.15,0.00,51.55
2025-03-23 01:48:29.253,5,28.12,14.58,5.21,0.00,52.08
2025-03-23 01:48:29.253,6,26.09,11.96,5.43,1.09,55.43
2025-03-23 01:48:29.253,7,26.80,13.40,4.12,1.03,54.64
2025-03-23 01:48:29.253,8,12.37,8.25,22.68,2.06,54.64
2025-03-23 01:48:29.253,9,4.35,9.78,23.91,1.09,60.87
2025-03-23 01:48:29.253,10,7.53,8.60,24.73,0.00,59.14
2025-03-23 01:48:29.253,11,8.33,10.42,21.88,0.00,59.38
2025-03-23 01:48:29.253,12,7.53,9.68,23.66,0.00,59.14
2025-03-23 01:48:29.253,13,9.47,10.53,24.21,0.00,55.79
2025-03-23 01:48:29.253,14,10.42,11.46,23.96,0.00,54.17
2025-03-23 01:48:29.253,15,31.96,8.25,17.53,0.00,42.27
2025-03-23 01:48:29.253,CPU,%usr,%sys,%iowait,%soft,%idle
2025-03-23 01:48:29.253,all,25.18,11.00,19.58,0.52,43.72
2025-03-23 01:48:29.253,0,31.52,13.04,7.61,0.00,47.83
2025-03-23 01:48:29.253,1,34.02,11.34,7.22,1.03,46.39
2025-03-23 01:48:29.253,2,31.25,13.54,7.29,1.04,46.88
2025-03-23 01:48:29.253,3,33.67,12.24,8.16,1.02,44.90
2025-03-23 01:48:29.253,4,33.68,11.58,7.37,1.05,46.32
2025-03-23 01:48:29.253,5,34.74,12.63,7.37,0.00,45.26
2025-03-23 01:48:29.253,6,30.85,13.83,7.45,0.00,47.87
2025-03-23 01:48:29.253,7,30.10,16.50,6.80,0.97,45.63
2025-03-23 01:48:29.253,8,14.74,10.53,32.63,1.05,41.05
2025-03-23 01:48:29.253,9,14.43,10.31,31.96,1.03,42.27
2025-03-23 01:48:29.253,10,15.46,8.25,34.02,0.00,42.27
2025-03-23 01:48:29.253,11,13.98,8.60,32.26,0.00,45.16
2025-03-23 01:48:29.253,12,16.67,8.33,33.33,0.00,41.67
2025-03-23 01:48:29.253,13,14.58,11.46,32.29,0.00,41.67
2025-03-23 01:48:29.253,14,17.53,7.22,31.96,1.03,42.27
2025-03-23 01:48:29.253,15,35.42,6.25,26.04,0.00,32.29
2025-03-23 01:48:29.253,CPU,%usr,%sys,%iowait,%soft,%idle
2025-03-23 01:48:29.253,all,58.31,7.05,28.72,2.71,3.21
2025-03-23 01:48:29.253,0,82.00,11.00,1.00,0.00,6.00
2025-03-23 01:48:29.253,1,84.38,10.42,0.00,0.00,5.21
