Timestamp,r/s,rMB/s,r_await,rareq-sz,w/s,wMB/s,w_await,wareq-sz
2025-03-23 01:48:29.251,2475.02,163.25,0.39,67.54,99.52,30.32,0.72,311.96
2025-03-23 01:48:29.251,11517.00,1333.18,0.55,118.54,1445.00,495.42,0.65,351.08
2025-03-23 01:48:29.251,13671.00,1238.01,0.42,92.73,1499.00,378.37,0.56,258.47
2025-03-23 01:48:29.251,13099.00,783.54,0.25,61.25,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,21825.00,1307.09,0.26,61.33,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47129.00,2811.73,0.38,61.09,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47162.00,2803.29,0.38,60.87,57.00,0.40,0.00,7.16
2025-03-23 01:48:29.251,47038.00,2811.38,0.39,61.20,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47053.00,2816.12,0.39,61.29,72.00,0.28,0.00,4.00
2025-03-23 01:48:29.251,47434.00,2830.26,0.39,61.10,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46932.00,2802.58,0.39,61.15,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47179.00,2808.78,0.39,60.96,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47038.00,2809.09,0.39,61.15,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47008.00,2811.19,0.39,61.24,69.00,0.27,0.00,4.00
2025-03-23 01:48:29.251,47084.00,2812.73,0.39,61.17,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47151.00,2814.18,0.39,61.12,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47211.00,2824.29,0.39,61.26,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46942.00,2810.36,0.39,61.31,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46788.00,2793.97,0.38,61.15,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47265.00,2830.27,0.38,61.32,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46893.00,2804.54,0.38,61.24,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46941.00,2806.53,0.39,61.22,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47077.00,2808.91,0.39,61.10,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47246.00,2826.96,0.39,61.27,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47011.00,2814.25,0.39,61.30,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47065.00,2816.00,0.38,61.27,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46592.00,2788.18,0.38,61.28,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46678.00,2785.51,0.37,61.11,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46937.00,2810.54,0.39,61.32,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47037.00,2810.50,0.39,61.18,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46952.00,2809.26,0.39,61.27,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47019.00,2811.74,0.39,61.24,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47155.00,2819.00,0.39,61.22,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46981.00,2813.20,0.39,61.32,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47031.00,2816.78,0.38,61.33,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47066.00,2811.23,0.39,61.16,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46897.00,2802.80,0.40,61.20,7.00,0.09,0.00,12.57
2025-03-23 01:48:29.251,47002.00,2814.86,0.39,61.33,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47076.00,2812.65,0.40,61.18,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47315.00,2821.15,0.39,61.06,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46617.82,2787.48,0.40,61.23,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46939.00,2809.56,0.39,61.29,2.00,0.01,0.00,4.00
2025-03-23 01:48:29.251,47060.00,2806.64,0.39,61.07,3.00,0.01,0.00,4.00
2025-03-23 01:48:29.251,47192.00,2820.87,0.39,61.21,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46889.00,2807.30,0.39,61.31,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46778.00,2799.15,0.39,61.28,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47336.00,2824.71,0.39,61.11,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46923.00,2809.61,0.38,61.31,1.00,0.00,0.00,4.00
2025-03-23 01:48:29.251,46970.00,2803.51,0.38,61.12,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47463.00,2840.07,0.37,61.27,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46637.00,2789.56,0.39,61.25,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47038.00,2810.85,0.38,61.19,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47227.00,2823.08,0.38,61.21,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47257.00,2826.52,0.39,61.25,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46849.00,2795.68,0.39,61.11,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46882.00,2806.31,0.39,61.30,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47150.00,2822.92,0.40,61.31,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46941.00,2808.08,0.39,61.26,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46861.00,2798.48,0.39,61.15,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47355.00,2827.82,0.38,61.15,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47083.00,2809.57,0.38,61.10,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46893.00,2807.59,0.38,61.31,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47257.00,2820.11,0.37,61.11,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47026.00,2815.21,0.38,61.30,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46949.00,2801.57,0.38,61.10,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,47479.00,2835.73,0.38,61.16,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46693.00,2789.95,0.39,61.18,8.00,0.08,2.00,10.50
2025-03-23 01:48:29.251,47376.00,2834.32,0.39,61.26,0.00,0.00,0.00,0.00
2025-03-23 01:48:29.251,46779.00,2797.11,0.39,61.23,0.00,0.00,0.00,0.00
