timestamp,client_id,op_type,count,max,min,avg,50p,90p,99p,99.9p,global_cache_usage,global_cache_capacity,global_cache_hits,global_cache_misses,user_cache_usage,user_cache_reserved,user_cache_hits,user_cache_misses
1742694509484,0,QUEUE,15,38.88,14.06,27.41,27.86,38.49,38.88,38.880,0,0,0,0,0,0,0,0
1742694509484,1,QUEUE,3,69.63,8.97,39.31,39.36,69.63,69.63,69.630,0,0,0,0,0,0,0,0
1742694509484,2,QUEUE,2,37.76,35.94,36.85,35.97,37.76,37.76,37.760,0,0,0,0,0,0,0,0
1742694509592,0,READ,96,8765.44,4.30,1341.37,576.00,4026.37,7000.06,8765.44,48043976,-1717986919,7,3123,6405968,322122547,0,97
1742694509592,1,READ,97,3887.10,1.75,824.76,571.39,2014.21,3252.22,3887.10,49311792,-1717986919,7,3187,6606152,322122547,0,100
1742694509592,2,READ,99,3278.85,2.90,660.41,398.08,1468.41,3176.45,3278.85,50512896,-1717986919,7,3209,6606040,322122547,0,101
1742694509592,3,READ,99,3457.02,0.57,577.11,376.83,1290.24,3010.56,3457.02,51980928,-1717986919,7,3232,6606040,322122547,0,102
1742694509592,4,READ,98,4571.14,1.41,848.29,609.79,1695.74,3717.12,4571.14,53048576,-1717986919,7,3280,6605992,322122547,0,101
1742694509592,5,READ,98,5902.34,3.22,753.54,373.25,2299.90,5038.08,5902.34,54116208,-1717986919,7,3338,6605992,322122547,0,100
1742694509592,6,READ,98,4395.01,6.46,835.94,549.38,1840.13,3002.37,4395.01,54916864,-1717986919,7,3358,6605992,322122547,0,99
1742694509592,7,READ,97,4911.10,0.21,932.34,599.55,2040.83,3993.60,4911.10,56184680,-1717986919,7,3380,6472472,322122547,0,2616
1742694509592,0,QUEUE,98,137494.53,40960.00,88279.45,87228.41,131727.36,138412.03,138674.170,0,0,0,0,0,0,0,0
1742694509592,1,QUEUE,113,139329.54,30638.08,83217.97,81920.00,132448.26,140247.04,140771.330,0,0,0,0,0,0,0,0
1742694509592,2,QUEUE,117,141295.61,31752.19,84736.24,81854.46,133890.05,141295.61,142344.190,0,0,0,0,0,0,0,0
1742694509592,3,QUEUE,119,115408.90,32751.62,79398.72,82378.75,110624.77,115212.29,115408.900,0,0,0,0,0,0,0,0
1742694509592,4,QUEUE,116,120127.49,33144.83,80588.83,84541.44,113704.96,117899.26,120127.490,0,0,0,0,0,0,0,0
1742694509592,5,QUEUE,116,121110.53,33882.11,83589.21,85327.87,115277.82,120848.38,121110.530,0,0,0,0,0,0,0,0
1742694509592,6,QUEUE,113,119472.13,9109.50,62504.49,59867.14,108331.01,118947.84,119472.130,0,0,0,0,0,0,0,0
1742694509592,7,QUEUE,111,120913.92,9584.64,65152.03,63471.61,110821.38,121634.82,121765.890,0,0,0,0,0,0,0,0
1742694509722,0,READ,131,3790.85,0.62,804.78,539.65,1975.30,3774.46,3788.80,120709392,-1717986919,16,6538,15280616,322122547,1,234
1742694509722,1,READ,131,3710.97,1.73,793.99,545.79,1825.79,3098.62,3710.97,121910448,-1717986919,16,6585,15347328,322122547,1,235
1742694509722,2,READ,133,4444.16,1.07,754.78,520.96,1640.45,4171.77,4444.16,123178216,-1717986919,16,6605,15547400,322122547,1,235
1742694509722,3,READ,134,3731.45,1.37,758.86,538.11,1797.12,2918.40,3731.45,124712928,-1717986919,16,6629,15614128,322122547,1,235
1742694509722,4,READ,134,4513.79,2.25,868.07,604.67,2156.54,3713.02,4513.79,125647072,-1717986919,16,6662,15547352,322122547,1,236
1742694509722,5,READ,134,4562.94,1.15,855.96,558.59,1970.17,4358.14,4562.94,127048296,-1717986919,17,6731,15614080,322122547,1,236
1742694509722,6,READ,134,3854.34,8.28,795.76,668.16,1580.03,3493.89,3854.34,128316112,-1717986919,17,6755,15614064,322122547,1,237
1742694509722,7,READ,135,3379.20,0.58,740.36,462.33,1838.08,3012.61,3379.20,128849904,-1717986919,18,6795,15480576,322122547,4,5072
1742694509722,0,QUEUE,133,265158.66,139329.54,203506.15,206307.33,255459.33,267124.73,268304.380,0,0,0,0,0,0,0,0
1742694509722,1,QUEUE,133,268042.24,141295.62,206841.89,207093.76,256901.12,268042.24,269484.030,0,0,0,0,0,0,0,0
1742694509722,2,QUEUE,132,268959.74,144441.34,207004.26,208142.33,259129.34,270794.75,271843.330,0,0,0,0,0,0,0,0
1742694509722,3,QUEUE,133,242352.13,117571.58,180940.04,182583.30,232259.58,243924.99,244842.490,0,0,0,0,0,0,0,0
1742694509722,4,QUEUE,133,242745.34,119537.66,184213.81,183762.94,233308.16,242352.13,242745.340,0,0,0,0,0,0,0,0
1742694509722,5,QUEUE,135,245628.93,120717.31,185616.64,186122.24,234618.88,245628.93,245628.930,0,0,0,0,0,0,0,0
1742694509722,6,QUEUE,138,247595.01,121110.53,185660.40,186253.31,235274.24,247595.01,250085.380,0,0,0,0,0,0,0,0
1742694509722,7,QUEUE,138,249561.09,123273.22,187851.16,187564.03,238157.82,249561.09,251133.950,0,0,0,0,0,0,0,0
1742694509852,0,READ,151,3584.00,0.08,885.59,718.85,1985.54,2953.22,3584.00,200380512,-1717986919,24,9994,25823352,322122547,1,387
1742694509852,1,READ,149,3100.67,2.13,729.88,555.52,1552.38,2596.86,3100.67,201114488,-1717986919,24,10057,25556456,322122547,1,384
1742694509852,2,READ,147,2746.37,3.55,704.38,413.95,1657.86,2537.47,2746.37,201047760,-1717986919,24,10059,25356144,322122547,1,385
1742694509852,3,READ,145,3643.39,2.82,785.71,603.65,1825.79,2772.99,3643.39,201114488,-1717986919,24,10059,25422888,322122547,1,382
1742694509852,4,READ,144,2867.20,0.46,778.92,695.29,1509.38,2863.10,2867.20,201114488,-1717986919,24,10059,25155928,322122547,1,379
1742694509852,5,READ,134,4016.13,0.23,800.32,592.89,1821.69,3239.93,4016.13,201114488,-1717986919,24,10059,24555408,322122547,1,377
1742694509852,6,READ,133,2400.26,0.78,738.61,554.50,1838.08,2281.47,2400.26,201047760,-1717986919,25,10096,24488648,322122547,1,368
1742694509852,7,READ,135,3506.18,3.86,784.50,544.25,1900.54,2904.06,3506.18,201381400,-1717986919,25,10168,24488648,322122547,11,7494
1742694509852,0,QUEUE,132,383516.67,269746.18,325703.99,324796.41,371458.05,382468.09,383516.670,0,0,0,0,0,0,0,0
1742694509852,1,QUEUE,133,395575.29,271319.04,327619.88,326369.28,372768.77,383778.82,395575.290,0,0,0,0,0,0,0,0
1742694509852,2,QUEUE,133,396099.58,272629.76,326505.24,328466.43,376700.93,396099.58,399507.460,0,0,0,0,0,0,0,0
1742694509852,3,QUEUE,133,367525.89,245760.00,300289.86,301465.60,349437.95,367525.89,372244.480,0,0,0,0,0,0,0,0
1742694509852,4,QUEUE,135,370671.61,247332.86,304007.43,303038.46,351535.10,370409.47,370671.610,0,0,0,0,0,0,0,0
1742694509852,5,QUEUE,135,373555.20,249036.80,306504.59,305135.61,354680.83,373293.05,373555.200,0,0,0,0,0,0,0,0
1742694509852,6,QUEUE,131,372768.77,251789.31,306073.32,306446.34,364904.45,376176.64,376438.780,0,0,0,0,0,0,0,0
1742694509852,7,QUEUE,132,376963.07,252837.89,308816.39,308281.34,368836.61,379322.37,379584.510,0,0,0,0,0,0,0,0
