,Avg Latency,Std
0.170667,2.1858560000000002,0.2887097558084024
0.341334,3.012096,0.24648348334544704
0.512,2.7935744999999996,0.3915362151627195
0.682667,2.350183,0.3121691419069914
0.853334,2.3508989999999996,0.3013864405132772
