,timestamp,client_id,op_type,count,max,min,avg,50p,90p,99p,99.9p,cache_usage,cache_capacity,cache_hits,cache_misses
0,1733138294410,0,READ,9,3966.97,29.98,1616.47,1307.65,2781.18,3966.97,3966.97,0,0,0,0
1,1733138294410,1,READ,9,3729.41,38.69,1570.68,1299.45,2691.07,3729.41,3729.41,0,0,0,0
2,1733138294410,2,READ,9,3713.02,38.21,1585.08,1230.85,2725.89,3713.02,3713.02,0,0,0,0
3,1733138294410,3,READ,9,3926.01,38.43,1602.28,1225.73,3168.26,3926.01,3926.01,0,0,0,0
4,1733138294410,4,READ,9,3749.89,49.38,1661.52,1311.74,3213.31,3749.89,3749.89,0,0,0,0
5,1733138294410,5,READ,9,4016.13,42.56,1607.06,1241.09,3112.96,4016.13,4016.13,0,0,0,0
6,1733138294410,6,READ,9,3540.99,35.2,1679.86,1346.56,3072.0,3540.99,3540.99,0,0,0,0
7,1733138294410,7,READ,9,3733.5,30.77,1574.46,1212.41,2899.97,3733.5,3733.5,0,0,0,0
8,1733138294410,8,READ,9,3598.34,45.44,1576.89,1327.1,2832.38,3598.34,3598.34,0,0,0,0
9,1733138294410,9,READ,9,3545.09,33.44,1554.51,1219.58,3047.42,3545.09,3545.09,0,0,0,0
10,1733138294410,10,READ,9,3889.15,42.62,1574.07,1233.92,2758.66,3889.15,3889.15,0,0,0,0
11,1733138294410,11,READ,9,3958.78,31.76,1619.29,1270.78,3016.7,3958.78,3958.78,0,0,0,0
12,1733138294410,12,READ,9,3704.83,30.45,1517.74,1216.51,2826.24,3704.83,3704.83,0,0,0,0
13,1733138294410,13,READ,9,3678.21,34.43,1593.64,1272.83,2863.1,3678.21,3678.21,0,0,0,0
14,1733138294410,14,READ,420,1003.52,0.18,257.94,183.29,741.89,1000.96,1003.52,0,0,0,0
15,1733138294410,15,READ,420,995.84,2.94,258.08,178.3,935.93,990.72,995.84,0,0,0,0
16,1733138294917,0,READ,10,3647.49,47.78,1412.98,1297.41,1429.5,3647.49,3647.49,0,0,0,0
17,1733138294917,1,READ,10,3919.87,47.01,1418.44,1238.02,1422.34,3919.87,3919.87,0,0,0,0
18,1733138294917,2,READ,10,3891.2,42.88,1389.97,1236.99,1362.94,3891.2,3891.2,0,0,0,0
19,1733138294917,3,READ,10,3653.63,51.46,1338.8,1173.5,1343.49,3653.63,3653.63,0,0,0,0
20,1733138294917,4,READ,10,3553.28,49.98,1325.55,1197.06,1345.54,3553.28,3553.28,0,0,0,0
21,1733138294917,5,READ,10,3952.64,39.87,1358.74,1159.17,1385.47,3952.64,3952.64,0,0,0,0
22,1733138294917,6,READ,10,3538.94,45.44,1385.31,1272.83,1448.96,3538.94,3538.94,0,0,0,0
23,1733138294917,7,READ,10,3497.98,46.78,1366.8,1236.99,1371.13,3497.98,3497.98,0,0,0,0
24,1733138294917,8,READ,10,3751.93,46.37,1462.51,1358.85,1576.96,3751.93,3751.93,0,0,0,0
25,1733138294917,9,READ,10,3598.34,40.03,1336.02,1189.89,1336.32,3598.34,3598.34,0,0,0,0
26,1733138294917,10,READ,10,3928.06,36.96,1406.78,1255.42,1344.51,3928.06,3928.06,0,0,0,0
27,1733138294917,11,READ,10,3702.78,31.57,1418.12,1300.48,1451.01,3702.78,3702.78,0,0,0,0
28,1733138294917,12,READ,10,3704.83,32.06,1350.59,1178.62,1372.16,3704.83,3704.83,0,0,0,0
29,1733138294917,13,READ,10,3715.07,40.06,1401.97,1278.97,1438.72,3715.07,3715.07,0,0,0,0
30,1733138294917,14,READ,506,1014.78,2.11,225.09,174.21,380.67,1000.45,1004.03,0,0,0,0
31,1733138294917,15,READ,506,1010.69,0.7,231.61,176.51,434.94,997.38,999.42,0,0,0,0
32,1733138295424,0,READ,10,4136.96,50.56,1815.31,1340.41,3680.26,4136.96,4136.96,0,0,0,0
33,1733138295424,1,READ,10,4141.06,48.03,1777.65,1277.95,3577.86,4141.06,4141.06,0,0,0,0
34,1733138295424,2,READ,10,3815.42,45.89,1706.28,1228.8,3725.31,3815.42,3815.42,0,0,0,0
35,1733138295424,3,READ,10,3964.93,45.41,1794.81,1299.45,3760.13,3964.93,3964.93,0,0,0,0
36,1733138295424,4,READ,10,3741.7,52.13,1723.14,1291.26,3702.78,3741.7,3741.7,0,0,0,0
37,1733138295424,5,READ,10,4624.38,43.14,1825.52,1296.38,3670.01,4624.38,4624.38,0,0,0,0
38,1733138295424,6,READ,10,3866.62,50.82,1769.57,1163.26,3860.48,3866.62,3866.62,0,0,0,0
39,1733138295424,7,READ,10,3799.04,47.55,1790.36,1345.54,3778.56,3799.04,3799.04,0,0,0,0
40,1733138295424,8,READ,10,3813.38,46.21,1756.67,1268.73,3690.49,3813.38,3813.38,0,0,0,0
41,1733138295424,9,READ,10,3846.14,36.22,1737.46,1168.38,3729.41,3846.14,3846.14,0,0,0,0
42,1733138295424,10,READ,10,3964.93,44.16,1804.57,1306.62,3829.76,3964.93,3964.93,0,0,0,0
43,1733138295424,11,READ,10,3932.16,37.82,1786.32,1297.41,3737.6,3932.16,3932.16,0,0,0,0
44,1733138295424,12,READ,10,3684.35,36.19,1754.33,1216.51,3649.53,3684.35,3684.35,0,0,0,0
45,1733138295424,13,READ,10,3612.67,39.23,1744.01,1292.29,3581.95,3612.67,3612.67,0,0,0,0
46,1733138295424,14,READ,507,1017.86,1.22,199.25,159.49,338.94,992.77,1006.08,0,0,0,0
47,1733138295424,15,READ,507,1014.27,2.37,207.63,159.36,333.31,991.23,1003.52,0,0,0,0
48,1733138295931,0,READ,10,3952.64,43.1,1185.55,1235.97,1362.94,3952.64,3952.64,0,0,0,0
49,1733138295931,1,READ,10,3866.62,43.46,1201.32,1278.97,1397.76,3866.62,3866.62,0,0,0,0
50,1733138295931,2,READ,10,3743.74,31.76,1259.94,1381.38,1677.31,3743.74,3743.74,0,0,0,0
51,1733138295931,3,READ,10,4083.71,32.77,1177.43,1210.37,1362.94,4083.71,4083.71,0,0,0,0
52,1733138295931,4,READ,10,3663.87,40.83,1167.91,1251.33,1487.87,3663.87,3663.87,0,0,0,0
53,1733138295931,5,READ,10,3768.32,33.63,1127.58,1214.46,1313.79,3768.32,3768.32,0,0,0,0
54,1733138295931,6,READ,10,3776.51,31.92,1167.76,1220.61,1426.43,3776.51,3776.51,0,0,0,0
55,1733138295931,7,READ,10,3840.0,42.56,1162.14,1218.56,1359.87,3840.0,3840.0,0,0,0,0
56,1733138295931,8,READ,10,3641.34,33.73,1168.71,1189.89,1500.16,3641.34,3641.34,0,0,0,0
57,1733138295931,9,READ,10,5902.34,36.64,1650.99,1263.62,3803.14,5902.34,5902.34,0,0,0,0
58,1733138295931,10,READ,10,3848.19,30.8,1165.67,1246.21,1344.51,3848.19,3848.19,0,0,0,0
59,1733138295931,11,READ,10,3643.39,32.86,1147.32,1243.13,1356.8,3643.39,3643.39,0,0,0,0
60,1733138295931,12,READ,10,3833.86,31.04,1131.15,1157.12,1351.68,3833.86,3833.86,0,0,0,0
61,1733138295931,13,READ,10,3721.22,38.14,1150.88,1259.52,1316.86,3721.22,3721.22,0,0,0,0
62,1733138295931,14,READ,507,1012.22,0.64,203.25,154.37,375.04,997.38,1006.08,0,0,0,0
63,1733138295931,15,READ,507,1002.5,1.45,205.54,146.3,378.62,991.74,1001.98,0,0,0,0
64,1733138296438,0,READ,10,3719.17,1049.6,1721.65,1337.34,3332.09,3719.17,3719.17,0,0,0,0
65,1733138296438,1,READ,10,3809.28,1186.82,1779.0,1236.99,3670.01,3809.28,3809.28,0,0,0,0
66,1733138296438,2,READ,10,3756.03,1211.39,1784.32,1312.77,3713.02,3756.03,3756.03,0,0,0,0
67,1733138296438,3,READ,10,3936.26,1126.4,1717.76,1233.92,3373.05,3936.26,3936.26,0,0,0,0
68,1733138296438,4,READ,10,3926.01,1040.9,1754.65,1283.07,3694.59,3926.01,3926.01,0,0,0,0
69,1733138296438,5,READ,10,3778.56,1121.28,1695.95,1241.09,3497.98,3778.56,3778.56,0,0,0,0
70,1733138296438,6,READ,10,3850.24,1133.57,1758.52,1272.83,3674.11,3850.24,3850.24,0,0,0,0
71,1733138296438,7,READ,11,3919.87,1167.36,1725.77,1259.52,3866.62,3919.87,3919.87,0,0,0,0
72,1733138296438,8,READ,11,3782.66,1137.66,1761.42,1367.04,3246.08,3782.66,3782.66,0,0,0,0
73,1733138296438,9,READ,11,3842.05,1190.91,1740.01,1381.38,3471.36,3842.05,3842.05,0,0,0,0
74,1733138296438,10,READ,11,3921.92,1085.44,1797.91,1386.49,3694.59,3921.92,3921.92,0,0,0,0
75,1733138296438,11,READ,11,3506.18,1136.64,1776.87,1403.9,3493.89,3506.18,3506.18,0,0,0,0
76,1733138296438,12,READ,11,3610.62,1100.8,1677.08,1300.48,3569.66,3610.62,3610.62,0,0,0,0
77,1733138296438,13,READ,11,3557.38,1061.89,1694.11,1368.06,3403.78,3557.38,3557.38,0,0,0,0
78,1733138296438,14,READ,518,1013.25,0.49,187.52,145.53,339.97,998.91,1003.52,0,0,0,0
79,1733138296438,15,READ,519,1072.13,0.26,183.36,150.91,325.63,996.35,1005.57,0,0,0,0
80,1733138296958,0,READ,11,3584.0,45.28,943.4,1263.62,1389.57,3584.0,3584.0,0,0,0,0
81,1733138296958,1,READ,11,4509.69,40.22,1024.88,1231.87,1400.83,4509.69,4509.69,0,0,0,0
82,1733138296958,2,READ,11,3551.23,41.28,942.63,1229.82,1396.73,3551.23,3551.23,0,0,0,0
83,1733138296958,3,READ,11,3719.17,32.08,947.79,1156.1,1698.82,3719.17,3719.17,0,0,0,0
84,1733138296958,4,READ,11,3846.14,32.03,954.13,1172.48,1424.38,3846.14,3846.14,0,0,0,0
85,1733138296958,5,READ,11,3891.2,40.93,946.7,1196.03,1361.92,3891.2,3891.2,0,0,0,0
