,timestamp,e2e,client_id,op_type,count,max,min,avg,50p,90p,99p,99.9p,global_cache_usage,global_cache_capacity,global_cache_hits,global_cache_misses,user_cache_usage,user_cache_reserved,user_cache_hits,user_cache_misses,time_s,throughput
0,1733832130245,False,11,READ,1,0.27,0.26,0.27,0.27,0.27,0.27,0.27,4672,335544320,0,3,0,0,0,0,0.0,4096
1,1733832130245,True,11,READ,1,361.47,361.22,361.34,361.47,361.47,361.47,361.47,4672,335544320,0,3,0,0,0,0,0.0,4096
2,1733832130245,False,12,READ,1,0.27,0.26,0.13,0.27,0.66,0.66,0.66,9240,335544320,0,4,0,0,0,0,0.0,4096
3,1733832130245,True,12,READ,2,816.13,321.02,568.51,321.28,816.13,816.13,816.13,9240,335544320,0,4,0,0,0,0,0.0,8192
4,1733832130245,False,13,READ,3,0.91,0.43,0.65,0.62,0.91,0.91,0.91,13808,335544320,0,5,0,0,0,0,0.0,12288
5,1733832130245,True,13,READ,3,1013.25,715.26,859.05,848.89,1013.25,1013.25,1013.25,13808,335544320,0,5,0,0,0,0,0.0,12288
6,1733832130245,False,14,READ,24,1.44,0.24,0.51,0.46,1.04,1.44,1.44,123904,335544320,0,37,0,0,0,0,0.0,98304
7,1733832130245,True,14,READ,27,1601.54,283.65,645.14,671.74,1451.01,1676.29,1676.29,123904,335544320,0,37,0,0,0,0,0.0,110592
8,1733832130245,False,15,READ,36,1.57,0.03,0.64,0.61,1.09,1.57,1.57,174312,335544320,1,47,0,0,0,0,0.0,147456
9,1733832130245,True,15,READ,39,2015.23,106.43,913.88,781.31,1860.61,2465.79,2465.79,174312,335544320,1,47,0,0,0,0,0.0,159744
10,1733832130356,False,0,READ,83,7.63,0.02,0.76,0.24,1.5,7.09,7.63,379312,335544320,3,85,0,0,0,0,0.111,339968
11,1733832130356,True,0,READ,84,9281.53,37.57,867.01,251.9,2365.44,8155.14,9281.53,379312,335544320,3,85,0,0,0,0,0.111,344064
12,1733832130356,False,1,READ,85,7.74,0.02,0.72,0.26,2.08,7.06,7.74,374808,335544320,9,84,0,0,0,0,0.111,348160
13,1733832130356,True,1,READ,85,7749.63,44.16,777.13,265.47,2244.61,7086.08,7749.63,374808,335544320,9,84,0,0,0,0,0.111,348160
14,1733832130356,False,2,READ,85,8.08,0.02,0.8,0.24,1.87,8.04,8.08,370240,335544320,10,83,0,0,0,0,0.111,348160
15,1733832130356,True,2,READ,85,10969.09,38.21,864.11,253.95,1895.42,8089.6,10969.09,370240,335544320,10,83,0,0,0,0,0.111,348160
16,1733832130356,False,3,READ,86,8.07,0.02,0.76,0.24,0.94,7.66,8.07,370176,335544320,7,83,0,0,0,0,0.111,352256
17,1733832130356,True,3,READ,86,8130.56,36.83,795.39,254.72,1119.23,7663.61,8130.56,370176,335544320,7,83,0,0,0,0,0.111,352256
18,1733832130356,False,4,READ,87,8.06,0.03,0.87,0.26,2.04,7.93,8.06,402168,335544320,3,90,0,0,0,0,0.111,356352
19,1733832130356,True,4,READ,87,9682.94,42.82,947.06,268.54,2193.41,7987.2,9682.94,402168,335544320,3,90,0,0,0,0,0.111,356352
20,1733832130356,False,5,READ,87,8.02,0.03,0.84,0.25,1.46,8.02,8.02,388400,335544320,3,87,0,0,0,0,0.111,356352
21,1733832130356,True,5,READ,87,9543.68,53.92,918.29,268.54,2002.94,8048.64,9543.68,388400,335544320,3,87,0,0,0,0,0.111,356352
22,1733832130356,False,6,READ,88,7.48,0.02,0.72,0.23,1.22,7.09,7.48,383912,335544320,8,86,0,0,0,0,0.111,360448
23,1733832130356,True,6,READ,88,9166.85,43.1,800.48,251.26,1695.74,7491.58,9166.85,383912,335544320,8,86,0,0,0,0,0.111,360448
24,1733832130356,False,7,READ,88,8.08,0.02,0.73,0.24,1.5,7.45,8.08,393000,335544320,5,88,0,0,0,0,0.111,360448
25,1733832130356,True,7,READ,88,8089.6,38.5,769.94,251.65,1811.45,7467.01,8089.6,393000,335544320,5,88,0,0,0,0,0.111,360448
26,1733832130356,False,8,READ,89,8.13,0.02,0.8,0.25,1.2,7.66,8.13,383848,335544320,7,86,0,0,0,0,0.111,364544
27,1733832130356,True,8,READ,89,10027.01,42.21,883.51,265.73,2263.04,8155.14,10027.01,383848,335544320,7,86,0,0,0,0,0.111,364544
28,1733832130356,False,9,READ,89,7.63,0.03,0.71,0.24,0.85,7.31,7.63,402120,335544320,4,90,0,0,0,0,0.111,364544
29,1733832130356,True,9,READ,90,8667.14,51.46,772.34,252.41,1253.38,7802.88,8667.14,402120,335544320,4,90,0,0,0,0,0.111,368640
30,1733832130356,False,10,READ,90,8.05,0.03,0.83,0.26,1.5,7.88,8.05,424992,335544320,1,95,0,0,0,0,0.111,368640
31,1733832130356,True,10,READ,90,9625.6,58.56,884.75,271.1,1507.33,8081.41,9625.6,424992,335544320,1,95,0,0,0,0,0.111,368640
32,1733832130356,False,11,READ,90,8.26,0.02,0.77,0.23,0.85,7.58,8.26,411320,335544320,17,92,0,0,0,0,0.111,368640
33,1733832130356,True,11,READ,90,10010.62,36.77,831.16,251.01,939.52,8437.76,10010.62,411320,335544320,17,92,0,0,0,0,0.111,368640
34,1733832130356,False,12,READ,173,8.07,0.02,0.73,0.23,1.57,7.63,8.07,749352,335544320,17,166,0,0,0,0,0.111,708608
35,1733832130356,True,12,READ,173,10141.69,34.53,790.48,247.55,1815.55,7860.22,10141.69,749352,335544320,17,166,0,0,0,0,0.111,708608
36,1733832130356,False,13,READ,172,7.84,0.02,0.72,0.24,1.27,7.51,7.84,717312,335544320,21,159,0,0,0,0,0.111,704512
37,1733832130356,True,13,READ,173,9617.41,30.18,815.92,255.62,1969.15,8699.9,9617.41,717312,335544320,21,159,0,0,0,0,0.111,708608
38,1733832130356,False,14,READ,1426,8.13,0.02,0.6,0.22,0.71,7.66,8.1,5820984,335544320,259,1274,0,0,0,0,0.111,5840896
39,1733832130356,True,14,READ,1430,10313.73,28.48,666.56,243.07,808.45,8269.82,9977.85,5820984,335544320,259,1274,0,0,0,0,0.111,5857280
40,1733832130356,False,15,READ,1426,8.61,0.02,0.59,0.22,0.67,7.58,8.12,5802392,335544320,291,1270,0,0,0,0,0.111,5840896
41,1733832130356,True,15,READ,1434,10739.71,29.22,655.47,239.87,787.97,8798.21,10452.99,5802392,335544320,291,1270,0,0,0,0,0.111,5873664
