,timestamp,e2e,client_id,op_type,count,max,min,avg,50p,90p,99p,99.9p,global_cache_usage,global_cache_capacity,global_cache_hits,global_cache_misses,user_cache_usage,user_cache_reserved,user_cache_hits,user_cache_misses,time_s,throughput
0,1733835746712,False,0,READ,622,8.62,0.03,1.72,1.29,4.0,8.31,8.56,2942232,335544320,4,666,0,0,0,0,0.0,2547712
1,1733835746712,True,0,READ,632,18497.53,211.2,6988.86,6213.63,12795.9,17072.13,18464.77,2942232,335544320,4,666,0,0,0,0,0.0,2588672
2,1733835746712,False,1,READ,641,9.73,0.02,1.69,1.26,3.56,8.26,9.5,2997192,335544320,5,689,0,0,0,0,0.0,2625536
3,1733835746712,True,1,READ,642,19038.21,92.93,7118.24,6270.98,13041.66,17121.28,17874.94,2997192,335544320,5,689,0,0,0,0,0.0,2629632
4,1733835746712,False,2,READ,640,9.41,0.02,1.79,1.25,4.09,8.48,9.25,3047472,335544320,6,691,0,0,0,0,0.0,2621440
5,1733835746712,True,2,READ,642,18513.92,231.04,7083.34,6369.28,13213.69,17367.04,18317.31,3047472,335544320,6,691,0,0,0,0,0.0,2629632
6,1733835746712,False,3,READ,648,11.43,0.02,1.9,1.3,4.46,8.43,10.7,3102512,335544320,6,696,0,0,0,0,0.0,2654208
7,1733835746712,True,3,READ,653,17924.1,140.16,6768.77,6320.13,12771.33,16719.87,17793.02,3102512,335544320,6,696,0,0,0,0,0.0,2674688
8,1733835746712,False,4,READ,648,10.7,0.03,1.79,1.27,4.13,8.46,10.02,3148256,335544320,3,715,0,0,0,0,0.0,2654208
9,1733835746712,True,4,READ,650,18825.22,183.17,6530.39,6201.34,12337.15,16236.54,17219.58,3148256,335544320,3,715,0,0,0,0,0.0,2662400
10,1733835746712,False,5,READ,640,15.34,0.03,1.78,1.27,3.94,8.65,11.93,3065808,335544320,5,690,0,0,0,0,0.0,2621440
11,1733835746712,True,5,READ,645,19644.42,79.55,6415.12,5853.18,12607.49,17121.28,17432.58,3065808,335544320,5,690,0,0,0,0,0.0,2641920
12,1733835746712,False,6,READ,662,9.73,0.02,1.83,1.27,4.29,8.49,9.02,3134440,335544320,8,708,0,0,0,0,0.0,2711552
13,1733835746712,True,6,READ,664,18808.83,90.69,6720.46,6254.59,12533.76,16343.04,17137.66,3134440,335544320,8,708,0,0,0,0,0.0,2719744
14,1733835746712,False,7,READ,657,9.79,0.02,1.78,1.27,4.14,7.96,9.57,3102352,335544320,5,705,0,0,0,0,0.0,2691072
15,1733835746712,True,7,READ,657,18776.06,253.57,6453.45,5869.57,12156.93,16105.47,18415.62,3102352,335544320,5,705,0,0,0,0,0.0,2691072
16,1733835746712,False,8,READ,683,10.18,0.02,1.82,1.27,4.58,8.41,9.58,3235112,335544320,8,721,0,0,0,0,0.0,2797568
17,1733835746712,True,8,READ,683,18595.84,156.16,6949.35,6361.09,12795.9,16596.99,18055.17,3235112,335544320,8,721,0,0,0,0,0.0,2797568
18,1733835746712,False,9,READ,678,9.48,0.02,1.88,1.29,4.2,8.39,9.07,3202800,335544320,5,725,0,0,0,0,0.0,2777088
19,1733835746712,True,9,READ,679,16875.52,233.6,6307.29,5738.49,11845.63,15163.39,15826.94,3202800,335544320,5,725,0,0,0,0,0.0,2781184
20,1733835746712,False,10,READ,705,23.71,0.03,2.16,1.33,5.3,12.3,20.91,3326136,335544320,6,749,0,0,0,0,0.0,2887680
21,1733835746712,True,10,READ,706,24084.48,191.36,7014.88,6479.87,13066.24,17645.57,22462.46,3326136,335544320,6,749,0,0,0,0,0.0,2891776
22,1733835746712,False,11,READ,672,32.54,0.02,4.58,1.89,13.24,25.18,27.57,3166240,335544320,7,716,0,0,0,0,0.0,2752512
23,1733835746712,True,11,READ,672,34570.24,230.91,9242.27,8228.86,17530.88,26198.01,29573.12,3166240,335544320,7,716,0,0,0,0,0.0,2752512
24,1733835746712,False,12,READ,704,33.02,0.02,2.35,1.43,5.35,16.09,29.55,3294032,335544320,6,741,0,0,0,0,0.0,2883584
